,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Score
277,24,2,11,1,316,360,-1,-1,-1,-1,-1,-1,-1,573,424,416,404,-1,-1,54
278,22,1,7,5,104,474,335,321,-1,-1,-1,-1,-1,77,196,481,564,-1,-1,50
279,22,2,5,7,432,587,330,248,-1,-1,-1,-1,-1,478,24,104,22,-1,-1,42
280,24,1,11,0,316,360,166,-1,-1,-1,-1,-1,-1,208,537,293,-1,-1,-1,58
281,24,2,0,11,297,322,482,-1,-1,-1,-1,-1,-1,582,457,513,-1,-1,-1,58
282,5,1,8,1,448,500,134,-1,-1,-1,-1,-1,-1,245,234,386,424,-1,-1,52
283,5,2,1,8,28,307,183,14,416,-1,-1,-1,-1,187,399,588,485,-1,-1,50
284,9,1,3,7,128,559,168,249,380,-1,-1,-1,-1,104,113,193,137,-1,-1,62
285,9,2,7,3,104,474,335,321,137,-1,-1,-1,-1,148,25,7,-1,-1,-1,36
286,2,1,5,8,432,479,330,150,-1,-1,-1,-1,-1,399,588,485,187,-1,-1,48
287,2,2,8,5,448,500,244,-1,-1,-1,-1,-1,-1,77,481,196,564,385,-1,45
288,16,1,14,0,320,217,437,-1,-1,-1,-1,-1,-1,537,332,208,-1,-1,-1,52
289,16,2,0,14,297,322,-1,-1,-1,-1,-1,-1,-1,369,159,6,217,-1,-1,56
290,9,1,3,11,128,559,168,380,258,-1,-1,-1,-1,582,457,30,513,-1,-1,52
291,9,2,11,3,316,360,166,19,30,582,-1,-1,-1,310,25,7,555,-1,-1,39
292,8,1,7,1,474,104,103,-1,-1,-1,-1,-1,-1,245,234,14,188,-1,-1,46
293,8,2,1,7,183,28,307,-1,-1,-1,-1,-1,-1,304,478,22,288,-1,-1,59
294,22,1,5,14,479,330,248,-1,-1,-1,-1,-1,-1,369,407,159,217,-1,-1,41
295,22,2,14,5,320,217,262,-1,-1,-1,-1,-1,-1,77,462,481,385,-1,-1,51
296,2,1,8,1,448,500,-1,-1,-1,-1,-1,-1,-1,416,417,14,234,-1,-1,53
297,2,2,1,8,183,28,566,14,-1,-1,-1,-1,-1,187,485,588,134,-1,-1,40
298,16,1,0,11,297,322,482,-1,-1,-1,-1,-1,-1,582,457,513,501,473,-1,66
299,16,2,11,0,316,360,-1,-1,-1,-1,-1,-1,-1,208,132,464,-1,-1,-1,62
300,8,1,7,5,474,104,-1,-1,-1,-1,-1,-1,-1,196,428,481,206,-1,-1,53
301,8,2,5,7,330,150,248,-1,-1,-1,-1,-1,-1,478,212,288,104,-1,-1,69
302,9,1,3,14,128,559,168,380,-1,-1,-1,-1,-1,6,407,8,217,-1,-1,54
303,9,2,14,3,217,114,262,-1,-1,-1,-1,-1,-1,310,7,145,-1,-1,-1,38
304,33,1,11,1,316,360,166,501,-1,-1,-1,-1,-1,417,154,424,188,14,-1,48
305,33,2,1,11,566,28,416,14,-1,-1,-1,-1,-1,582,501,48,292,-1,-1,52
306,16,1,0,8,297,322,482,-1,-1,-1,-1,-1,-1,399,187,485,-1,-1,-1,42
307,16,2,8,0,448,500,-1,-1,-1,-1,-1,-1,-1,464,132,394,-1,-1,-1,46
308,26,1,5,11,330,150,248,-1,-1,-1,-1,-1,-1,48,501,582,-1,-1,-1,52
309,26,2,11,5,316,360,-1,-1,-1,-1,-1,-1,-1,462,428,206,385,-1,-1,70
310,8,1,7,3,474,104,-1,-1,-1,-1,-1,-1,-1,310,145,382,7,-1,-1,50
311,8,2,3,7,128,559,168,-1,-1,-1,-1,-1,-1,24,22,33,82,-1,-1,44
312,15,1,14,1,320,217,398,-1,-1,-1,-1,-1,-1,417,188,424,329,-1,-1,46
313,15,2,1,14,28,307,542,-1,-1,-1,-1,-1,-1,369,6,159,217,-1,-1,32
314,22,1,8,5,448,500,59,-1,-1,-1,-1,-1,-1,77,196,271,385,-1,-1,51
315,22,2,5,8,23,150,248,-1,-1,-1,-1,-1,-1,399,588,485,187,-1,-1,56
316,15,1,7,14,474,104,83,-1,-1,-1,-1,-1,-1,369,159,217,-1,-1,-1,61
317,15,2,14,7,463,217,398,-1,-1,-1,-1,-1,-1,24,193,22,-1,-1,-1,48
318,33,1,0,1,297,322,482,-1,-1,-1,-1,-1,-1,417,424,416,188,154,-1,55
319,33,2,1,0,307,28,542,416,-1,-1,-1,-1,-1,394,132,470,-1,-1,-1,37
320,26,1,8,11,509,500,59,508,227,-1,-1,-1,-1,582,501,48,19,-1,-1,47
321,26,2,11,8,316,360,166,501,19,-1,-1,-1,-1,588,155,485,-1,-1,-1,34
322,9,1,3,5,128,559,168,380,249,-1,-1,-1,-1,428,196,271,385,-1,-1,45
323,9,2,5,3,150,196,-1,-1,-1,-1,-1,-1,-1,10,310,7,395,-1,-1,39
324,33,1,1,14,183,28,542,416,307,-1,-1,-1,-1,159,407,217,-1,-1,-1,35
325,33,2,14,1,320,217,398,-1,-1,-1,-1,-1,-1,417,424,14,386,-1,-1,38
326,16,1,7,0,474,104,83,321,137,33,-1,-1,-1,394,132,-1,-1,-1,-1,22
327,16,2,0,7,297,322,482,-1,-1,-1,-1,-1,-1,104,24,22,-1,-1,-1,67
328,2,1,8,3,97,500,508,-1,-1,-1,-1,-1,-1,10,382,7,25,-1,-1,44
329,2,2,3,8,128,559,168,-1,-1,-1,-1,-1,-1,588,118,187,134,-1,-1,69
330,26,1,11,14,316,360,38,501,19,-1,-1,-1,-1,6,159,407,391,-1,-1,30
331,26,2,14,11,320,217,262,437,-1,-1,-1,-1,-1,501,267,483,30,-1,-1,59
332,16,1,0,3,297,322,331,482,309,-1,-1,-1,-1,148,10,555,-1,-1,-1,39
333,16,2,3,0,559,128,543,168,249,-1,-1,-1,-1,394,132,-1,-1,-1,-1,33
334,11,1,5,1,150,479,248,-1,-1,-1,-1,-1,-1,417,424,329,-1,-1,-1,43
335,11,2,1,5,28,307,542,-1,-1,-1,-1,-1,-1,564,196,481,206,-1,-1,45
336,8,1,11,7,501,360,-1,-1,-1,-1,-1,-1,-1,478,24,288,212,-1,-1,46
337,8,2,7,11,474,83,104,103,-1,-1,-1,-1,-1,582,501,267,-1,-1,-1,42
338,15,1,8,14,399,500,-1,-1,-1,-1,-1,-1,-1,159,407,391,217,-1,-1,34
339,15,2,14,8,320,217,262,398,-1,-1,-1,-1,-1,588,118,399,-1,-1,-1,34
340,11,1,5,0,150,479,248,-1,-1,-1,-1,-1,-1,464,132,208,394,-1,-1,49
341,11,2,0,5,297,322,482,446,-1,-1,-1,-1,-1,428,196,563,-1,-1,-1,49
342,9,1,1,3,28,307,542,416,-1,-1,-1,-1,-1,148,10,555,7,-1,-1,38
343,9,2,3,1,128,559,543,168,290,-1,-1,-1,-1,573,329,188,14,-1,-1,39
344,8,1,8,7,50,448,508,227,-1,-1,-1,-1,-1,478,24,212,474,-1,-1,42
345,8,2,7,8,474,83,-1,-1,-1,-1,-1,-1,-1,37,118,399,134,-1,-1,44
346,5,1,8,14,448,500,43,59,-1,-1,-1,-1,-1,369,159,407,-1,-1,-1,54
347,5,2,14,8,217,398,262,-1,-1,-1,-1,-1,-1,588,118,485,-1,-1,-1,44
348,5,1,0,1,297,322,482,446,331,-1,-1,-1,-1,14,417,424,-1,-1,-1,39
349,5,2,1,0,28,183,542,416,-1,-1,-1,-1,-1,394,132,-1,-1,-1,-1,23
350,5,1,1,14,28,307,65,416,14,-1,-1,-1,-1,6,369,159,-1,-1,-1,27
351,5,2,14,1,217,398,-1,-1,-1,-1,-1,-1,-1,417,14,386,-1,-1,-1,33
352,5,1,0,8,297,322,-1,-1,-1,-1,-1,-1,-1,187,485,588,118,-1,-1,40
353,5,2,8,0,448,500,43,-1,-1,-1,-1,-1,-1,394,132,208,-1,-1,-1,33
354,16,1,0,7,443,297,482,-1,-1,-1,-1,-1,-1,200,582,272,217,-1,-1,45
355,16,2,7,0,330,217,-1,-1,-1,-1,-1,-1,-1,208,540,394,459,-1,-1,52
356,23,1,1,11,448,197,248,73,-1,-1,-1,-1,-1,213,13,203,483,-1,-1,44
357,23,2,11,1,38,398,203,-1,-1,-1,-1,-1,-1,386,159,193,157,-1,-1,31
358,18,1,6,14,83,566,-1,-1,-1,-1,-1,-1,-1,588,148,145,543,8,-1,61
359,18,2,14,6,300,543,557,26,-1,-1,-1,-1,-1,424,462,408,407,-1,-1,48
360,5,1,5,9,28,479,379,249,43,529,-1,-1,-1,29,473,571,288,-1,-1,36
361,5,2,9,5,170,211,290,-1,-1,-1,-1,-1,-1,369,355,399,385,-1,-1,44
362,9,1,3,8,128,559,553,39,360,-1,-1,-1,-1,187,485,37,324,-1,-1,38
363,9,2,8,3,138,500,59,-1,-1,-1,-1,-1,-1,24,292,196,555,-1,-1,31
364,8,1,7,1,217,330,-1,-1,-1,-1,-1,-1,-1,159,193,157,-1,-1,-1,46
365,8,2,1,7,448,197,73,248,-1,-1,-1,-1,-1,200,272,582,212,-1,-1,30
366,26,1,3,11,128,559,39,553,-1,-1,-1,-1,-1,513,13,203,483,-1,-1,30
367,26,2,11,3,38,398,203,-1,-1,-1,-1,-1,-1,24,292,196,414,-1,-1,57
368,15,1,14,8,300,543,557,26,-1,-1,-1,-1,-1,485,324,244,37,-1,-1,24
369,15,2,8,14,138,500,59,-1,-1,-1,-1,-1,-1,588,145,148,8,-1,-1,40
370,5,1,6,9,83,566,377,150,89,408,-1,-1,-1,29,473,571,-1,-1,-1,37
371,5,2,9,6,211,170,290,-1,-1,-1,-1,-1,-1,424,462,293,407,-1,-1,44
372,22,1,0,5,443,297,482,446,-1,-1,-1,-1,-1,369,417,399,-1,-1,-1,31
373,22,2,5,0,379,28,479,-1,-1,-1,-1,-1,-1,394,540,208,-1,-1,-1,65
374,23,1,1,14,461,448,248,-1,-1,-1,-1,-1,-1,588,220,444,145,-1,-1,41
375,23,2,14,1,300,543,588,557,26,-1,-1,-1,-1,159,193,332,-1,-1,-1,28
376,26,1,11,7,38,398,42,-1,-1,-1,-1,-1,-1,77,272,217,520,-1,-1,31
377,26,2,7,11,330,217,168,-1,-1,-1,-1,-1,-1,42,13,501,353,-1,-1,62
378,34,1,8,6,138,500,-1,-1,-1,-1,-1,-1,-1,424,407,357,-1,-1,-1,44
379,34,2,6,8,83,150,-1,-1,-1,-1,-1,-1,-1,485,324,37,244,-1,-1,50
380,16,1,0,14,309,297,-1,-1,-1,-1,-1,-1,-1,588,145,220,543,-1,-1,45
381,16,2,14,0,300,543,60,557,26,-1,-1,-1,-1,208,540,394,-1,-1,-1,33
382,23,1,1,5,461,448,248,-1,-1,-1,-1,-1,-1,369,417,399,-1,-1,-1,48
383,23,2,5,1,28,379,-1,-1,-1,-1,-1,-1,-1,159,193,332,-1,-1,-1,62
384,5,1,9,3,211,170,290,-1,-1,-1,-1,-1,-1,579,24,196,555,-1,-1,63
385,5,2,3,9,128,559,-1,-1,-1,-1,-1,-1,-1,29,473,571,-1,-1,-1,67
386,8,1,11,7,501,38,166,55,-1,-1,-1,-1,-1,77,520,272,200,-1,-1,36
387,8,2,7,11,217,330,168,-1,-1,-1,-1,-1,-1,513,501,484,-1,-1,-1,26
388,18,1,0,6,309,297,482,-1,-1,-1,-1,-1,-1,424,407,357,-1,-1,-1,42
389,18,2,6,0,83,150,377,-1,-1,-1,-1,-1,-1,208,132,394,540,-1,-1,49
390,9,1,1,3,461,448,248,-1,-1,-1,-1,-1,-1,24,196,292,-1,-1,-1,43
391,9,2,3,1,128,559,360,39,579,-1,-1,-1,-1,159,157,188,-1,-1,-1,38
392,34,1,9,8,211,539,290,437,587,307,-1,-1,-1,37,485,46,324,-1,-1,33
393,34,2,8,9,216,500,59,-1,-1,-1,-1,-1,-1,29,473,288,571,-1,-1,32
394,8,1,6,7,83,150,-1,-1,-1,-1,-1,-1,-1,77,272,200,520,-1,-1,45
395,8,2,7,6,330,217,168,321,-1,-1,-1,-1,-1,424,407,408,-1,-1,-1,37
396,22,1,5,11,28,379,479,-1,-1,-1,-1,-1,-1,483,513,484,501,-1,-1,77
397,22,2,11,5,467,398,501,510,-1,-1,-1,-1,-1,369,417,80,-1,-1,-1,45
398,8,1,7,14,217,88,168,-1,-1,-1,-1,-1,-1,588,444,205,543,-1,-1,50
399,8,2,14,7,543,104,-1,-1,-1,-1,-1,-1,-1,582,272,212,520,-1,-1,57
400,34,1,8,0,403,500,59,416,-1,-1,-1,-1,-1,208,132,236,-1,-1,-1,40
401,34,2,0,8,309,297,482,446,-1,-1,-1,-1,-1,324,485,46,187,-1,-1,44
402,9,1,3,5,128,559,-1,-1,-1,-1,-1,-1,-1,369,417,481,-1,-1,-1,70
403,9,2,5,3,28,379,479,-1,-1,-1,-1,-1,-1,292,196,-1,-1,-1,-1,46
404,26,1,6,11,150,566,377,89,-1,-1,-1,-1,-1,13,501,203,-1,-1,-1,32
405,26,2,11,6,501,398,-1,-1,-1,-1,-1,-1,-1,424,407,293,-1,-1,-1,38
406,23,1,8,1,138,500,59,-1,-1,-1,-1,-1,-1,7,159,386,193,157,-1,57
407,23,2,1,8,461,448,248,114,-1,-1,-1,-1,-1,324,187,46,485,-1,-1,41
408,16,1,0,9,297,309,-1,-1,-1,-1,-1,-1,-1,356,215,29,288,-1,-1,45
409,16,2,9,0,211,307,320,437,587,290,-1,-1,-1,208,132,394,-1,-1,-1,40
410,9,1,3,14,128,559,231,-1,-1,-1,-1,-1,-1,588,444,-1,-1,-1,-1,42
411,9,2,14,3,104,543,557,-1,-1,-1,-1,-1,-1,24,196,292,-1,-1,-1,65
412,5,1,9,0,211,307,320,290,587,-1,-1,-1,-1,260,132,540,-1,-1,-1,37
413,5,2,0,9,309,297,446,-1,-1,-1,-1,-1,-1,29,215,288,329,-1,-1,28
414,18,1,1,6,461,448,73,248,114,-1,-1,-1,-1,424,462,407,-1,-1,-1,20
415,18,2,6,1,83,150,377,436,89,258,408,357,-1,159,193,-1,-1,-1,-1,29
416,9,1,7,3,217,496,168,-1,-1,-1,-1,-1,-1,196,292,555,-1,-1,-1,42
417,9,2,3,7,128,559,231,-1,-1,-1,-1,-1,-1,77,272,212,200,-1,-1,41
418,15,1,14,9,104,543,-1,-1,-1,-1,-1,-1,-1,29,215,267,-1,-1,-1,57
419,15,2,9,14,211,539,320,-1,-1,-1,-1,-1,-1,588,444,8,-1,-1,-1,42
420,26,1,8,11,138,500,59,416,-1,-1,-1,-1,-1,42,13,501,-1,-1,-1,31
421,26,2,11,8,501,398,203,-1,-1,-1,-1,-1,-1,485,324,37,-1,-1,-1,18
422,18,1,3,6,128,559,360,579,-1,-1,-1,-1,-1,424,462,-1,-1,-1,-1,34
423,18,2,6,3,83,289,377,150,89,-1,-1,-1,-1,196,292,555,-1,-1,-1,37
424,8,1,5,7,28,379,479,-1,-1,-1,-1,-1,-1,77,272,200,582,-1,-1,40
425,8,2,7,5,217,161,168,321,-1,-1,-1,-1,-1,369,80,137,417,-1,-1,45
426,16,1,0,1,297,309,482,-1,-1,-1,-1,-1,-1,227,157,193,386,-1,-1,34
427,16,2,1,0,461,448,-1,-1,-1,-1,-1,-1,-1,208,132,394,459,-1,-1,64
428,26,1,9,11,211,320,437,-1,-1,-1,-1,-1,-1,203,42,501,13,484,-1,49
429,26,2,11,9,501,398,203,-1,-1,-1,-1,-1,-1,288,29,404,215,-1,-1,34
430,34,1,8,5,138,500,59,-1,-1,-1,-1,-1,-1,80,369,95,-1,-1,-1,35
431,34,2,5,8,379,28,479,-1,-1,-1,-1,-1,-1,187,485,46,324,-1,-1,24
432,9,1,3,6,128,559,360,577,-1,-1,-1,-1,-1,424,462,371,-1,-1,-1,42
433,9,2,6,3,289,83,377,-1,-1,-1,-1,-1,-1,196,292,555,-1,-1,-1,67
434,23,1,7,1,161,217,168,-1,-1,-1,-1,-1,-1,157,159,193,-1,-1,-1,41
435,23,2,1,7,461,448,248,114,-1,-1,-1,-1,-1,77,272,200,-1,-1,-1,41
436,16,1,11,0,501,398,-1,-1,-1,-1,-1,-1,-1,208,132,394,-1,-1,-1,47
437,16,2,0,11,309,297,482,-1,-1,-1,-1,-1,-1,353,203,501,483,-1,-1,43
438,5,1,8,9,27,500,59,-1,-1,-1,-1,-1,-1,29,473,215,-1,-1,-1,49
439,5,2,9,8,211,320,170,19,-1,-1,-1,-1,-1,187,324,155,485,-1,-1,31
440,18,1,6,7,83,289,377,150,-1,-1,-1,-1,-1,77,212,200,-1,-1,-1,35
441,18,2,7,6,217,161,-1,-1,-1,-1,-1,-1,-1,424,462,407,371,-1,-1,43
442,23,1,1,3,448,131,248,-1,-1,-1,-1,-1,-1,292,196,45,-1,-1,-1,43
443,23,2,3,1,39,559,360,579,547,-1,-1,-1,-1,159,193,157,-1,-1,-1,29
444,15,1,14,5,104,543,557,-1,-1,-1,-1,-1,-1,369,417,399,-1,-1,-1,48
445,15,2,5,14,28,379,43,479,249,529,-1,-1,-1,588,444,104,-1,-1,-1,38
446,8,1,0,7,309,297,482,446,-1,-1,-1,-1,-1,77,200,582,-1,-1,-1,15
447,8,2,7,0,161,217,168,-1,-1,-1,-1,-1,-1,208,394,132,-1,-1,-1,33
448,34,1,8,3,27,500,59,-1,-1,-1,-1,-1,-1,292,196,22,-1,-1,-1,50
449,34,2,3,8,559,128,101,360,579,231,-1,-1,-1,187,485,324,155,-1,-1,23
450,22,1,5,9,28,379,479,-1,-1,-1,-1,-1,-1,75,473,571,404,-1,-1,34
451,22,2,9,5,211,320,437,-1,-1,-1,-1,-1,-1,369,417,481,80,-1,-1,40
452,15,1,6,14,289,83,377,-1,-1,-1,-1,-1,-1,588,444,104,145,-1,-1,49
453,15,2,14,6,104,543,557,-1,-1,-1,-1,-1,-1,424,428,371,407,-1,-1,79
454,26,1,0,11,309,297,-1,-1,-1,-1,-1,-1,-1,42,13,501,203,-1,-1,55
455,26,2,11,0,501,398,44,283,-1,-1,-1,-1,-1,208,132,134,394,-1,-1,48
456,22,1,5,8,379,28,479,-1,-1,-1,-1,-1,-1,187,485,324,-1,-1,-1,39
457,22,2,8,5,27,500,416,14,59,-1,-1,-1,-1,369,80,95,417,-1,-1,33
458,23,1,1,9,448,131,-1,-1,-1,-1,-1,-1,-1,75,473,571,404,-1,-1,50
459,23,2,9,1,211,320,-1,-1,-1,-1,-1,-1,-1,159,193,386,227,157,7,52
460,26,1,11,14,501,398,-1,-1,-1,-1,-1,-1,-1,588,444,113,-1,-1,-1,43
461,26,2,14,11,104,543,-1,-1,-1,-1,-1,-1,-1,501,203,391,483,-1,-1,66
462,16,1,0,3,309,297,482,446,-1,-1,-1,-1,-1,196,25,562,22,-1,-1,42
463,16,2,3,0,360,128,101,-1,-1,-1,-1,-1,-1,208,132,394,-1,-1,-1,52
464,12,1,6,5,83,150,-1,-1,-1,-1,-1,-1,-1,417,80,95,481,-1,-1,62
465,12,2,5,6,28,379,479,249,-1,-1,-1,-1,-1,424,462,-1,-1,-1,-1,49
466,34,1,1,8,316,461,248,-1,-1,-1,-1,-1,-1,485,324,187,155,-1,-1,32
467,34,2,8,1,500,27,59,416,14,-1,-1,-1,-1,227,193,386,-1,-1,-1,26
468,15,1,7,14,217,161,168,321,582,-1,-1,-1,-1,588,113,444,-1,-1,-1,33
469,15,2,14,7,104,276,557,26,-1,-1,-1,-1,-1,77,212,217,-1,-1,-1,65
470,11,1,5,3,379,28,479,-1,-1,-1,-1,-1,-1,196,292,562,45,-1,-1,43
471,11,2,3,5,360,128,-1,-1,-1,-1,-1,-1,-1,369,417,481,-1,-1,-1,42
472,12,1,11,6,166,398,501,44,42,-1,-1,-1,-1,424,462,-1,-1,-1,-1,32
473,12,2,6,11,83,150,377,89,-1,-1,-1,-1,-1,513,213,353,18,-1,-1,87
474,5,1,9,1,211,320,474,437,-1,-1,-1,-1,-1,227,159,193,157,-1,-1,39
475,5,2,1,9,461,448,-1,-1,-1,-1,-1,-1,-1,75,571,404,329,-1,-1,57
476,11,1,5,14,379,28,479,-1,-1,-1,-1,-1,-1,220,113,104,444,-1,-1,30
477,11,2,14,5,104,508,557,26,-1,-1,-1,-1,-1,369,417,481,-1,-1,-1,34
478,16,1,0,6,309,297,482,446,-1,-1,-1,-1,-1,424,462,293,-1,-1,-1,41
479,16,2,6,0,377,83,576,-1,-1,-1,-1,-1,-1,394,132,470,-1,-1,-1,40
480,5,1,9,7,211,320,108,474,-1,-1,-1,-1,-1,77,582,200,217,-1,-1,29
481,5,2,7,9,168,496,321,-1,-1,-1,-1,-1,-1,29,571,404,75,-1,-1,44
482,34,1,8,11,542,500,59,416,-1,-1,-1,-1,-1,18,501,-1,-1,-1,-1,26
483,34,2,11,8,501,398,-1,-1,-1,-1,-1,-1,-1,324,187,485,155,-1,-1,52
484,11,1,1,5,448,131,-1,-1,-1,-1,-1,-1,-1,369,417,80,-1,-1,-1,58
485,11,2,5,1,379,28,479,249,-1,-1,-1,-1,-1,227,159,64,386,-1,-1,45
486,9,1,3,9,360,128,333,101,-1,-1,-1,-1,-1,29,228,505,-1,-1,-1,33
487,15,1,0,14,309,297,482,446,572,331,-1,-1,-1,588,444,145,-1,-1,-1,23
488,15,2,14,0,26,104,557,-1,-1,-1,-1,-1,-1,394,132,-1,-1,-1,-1,44
489,8,1,7,8,217,496,168,321,-1,-1,-1,-1,-1,46,485,187,438,-1,-1,46
490,8,2,8,7,542,500,187,-1,-1,-1,-1,-1,-1,77,200,520,272,-1,-1,54
491,34,1,14,0,300,104,557,-1,-1,-1,-1,-1,-1,208,132,394,-1,-1,-1,44
492,34,2,0,14,309,297,482,446,-1,-1,-1,-1,-1,588,444,8,-1,-1,-1,25
493,34,1,7,8,168,217,496,321,582,423,-1,-1,-1,155,324,187,485,-1,-1,25
494,34,2,8,7,27,500,-1,-1,-1,-1,-1,-1,-1,77,200,582,520,-1,-1,62
495,16,1,14,8,300,104,-1,-1,-1,-1,-1,-1,-1,46,187,485,324,-1,-1,68
496,16,2,8,14,27,500,187,416,-1,-1,-1,-1,-1,588,444,104,8,-1,-1,52
497,16,1,0,14,309,297,-1,-1,-1,-1,-1,-1,-1,588,444,104,205,-1,-1,56
498,16,2,14,0,300,104,557,26,-1,-1,-1,-1,-1,394,208,132,-1,-1,-1,47
499,16,1,0,8,164,297,482,134,-1,-1,-1,-1,-1,485,46,187,216,-1,-1,42
500,16,2,8,0,413,500,-1,-1,-1,-1,-1,-1,-1,208,132,394,408,-1,-1,53
501,8,1,7,3,83,217,168,321,582,130,-1,-1,-1,196,414,292,555,175,-1,46
502,8,2,3,7,39,559,-1,-1,-1,-1,-1,-1,-1,77,299,200,217,-1,-1,48
503,34,1,9,8,320,474,571,437,108,-1,-1,-1,-1,485,187,324,386,-1,-1,30
504,34,2,8,9,413,59,416,216,249,-1,-1,-1,-1,288,24,326,571,-1,-1,27
505,26,1,11,5,398,44,-1,-1,-1,-1,-1,-1,-1,369,228,385,-1,-1,-1,57
506,26,2,5,11,28,379,479,43,-1,-1,-1,-1,-1,483,203,13,253,-1,-1,45
507,6,1,0,1,297,164,482,446,-1,-1,-1,-1,-1,66,159,332,157,-1,-1,44
508,6,2,1,0,135,448,377,-1,-1,-1,-1,-1,-1,394,208,132,-1,-1,-1,45
509,15,1,14,3,25,103,557,-1,-1,-1,-1,-1,-1,196,129,292,555,-1,-1,46
510,15,2,3,14,39,559,360,-1,-1,-1,-1,-1,-1,588,407,25,-1,-1,-1,46
511,31,1,9,5,211,474,326,437,-1,-1,-1,-1,-1,369,228,32,-1,-1,-1,38
512,31,2,5,9,28,379,335,43,-1,-1,-1,-1,-1,24,326,10,404,-1,-1,19
513,26,1,11,7,398,44,496,-1,-1,-1,-1,-1,-1,77,217,498,200,-1,-1,37
514,26,2,7,11,217,83,168,321,130,582,-1,-1,-1,18,13,253,-1,-1,-1,27
515,6,1,1,8,377,448,73,157,-1,-1,-1,-1,-1,187,324,485,386,-1,-1,45
516,6,2,8,1,542,413,416,59,-1,-1,-1,-1,-1,66,159,157,-1,-1,-1,29
517,15,1,7,14,217,168,-1,-1,-1,-1,-1,-1,-1,588,407,186,293,-1,-1,60
518,15,2,14,7,103,104,557,26,508,-1,-1,-1,-1,77,217,272,-1,-1,-1,20
519,9,1,0,3,164,297,482,446,-1,-1,-1,-1,-1,196,555,292,-1,-1,-1,41
520,9,2,3,0,360,559,262,-1,-1,-1,-1,-1,-1,208,132,394,-1,-1,-1,50
521,34,1,8,11,413,542,416,-1,-1,-1,-1,-1,-1,18,13,253,-1,-1,-1,54
522,34,2,11,8,398,44,496,363,-1,-1,-1,-1,-1,485,324,216,386,-1,-1,44
523,16,1,14,0,300,104,557,-1,-1,-1,-1,-1,-1,394,132,208,-1,-1,-1,56
524,16,2,0,14,297,164,-1,-1,-1,-1,-1,-1,-1,145,588,407,425,-1,-1,52
525,22,1,9,5,211,474,326,437,33,-1,-1,-1,-1,369,365,32,-1,-1,-1,29
526,22,2,5,9,379,28,479,-1,-1,-1,-1,-1,-1,24,10,326,33,-1,-1,38
527,8,1,11,7,398,44,-1,-1,-1,-1,-1,-1,-1,272,217,498,-1,-1,-1,45
528,8,2,7,11,217,168,330,-1,-1,-1,-1,-1,-1,203,13,18,-1,-1,-1,36
529,31,1,0,9,164,297,-1,-1,-1,-1,-1,-1,-1,288,24,10,404,326,-1,43
530,31,2,9,0,437,211,474,-1,-1,-1,-1,-1,-1,260,208,394,134,-1,-1,56
531,8,1,5,7,28,335,479,137,-1,-1,-1,-1,-1,582,217,498,-1,-1,-1,26
532,8,2,7,5,217,168,330,321,-1,-1,-1,-1,-1,369,80,32,-1,-1,-1,48
533,15,1,11,14,398,44,-1,-1,-1,-1,-1,-1,-1,588,444,407,-1,-1,-1,43
534,15,2,14,11,300,104,557,26,-1,-1,-1,-1,-1,203,391,13,-1,-1,-1,54
535,34,1,8,3,413,138,416,59,-1,-1,-1,-1,-1,196,456,292,-1,-1,-1,23
536,34,2,3,8,360,559,262,-1,-1,-1,-1,-1,-1,324,424,111,-1,-1,-1,41
537,26,1,1,11,248,448,-1,-1,-1,-1,-1,-1,-1,391,13,203,-1,-1,-1,57
538,26,2,11,1,398,44,42,-1,-1,-1,-1,-1,-1,66,159,157,64,-1,-1,62
539,15,1,9,14,437,211,-1,-1,-1,-1,-1,-1,-1,588,543,407,186,145,-1,58
540,15,2,14,9,543,104,300,-1,-1,-1,-1,-1,-1,24,10,75,326,-1,-1,42
541,22,1,5,7,28,379,479,335,-1,-1,-1,-1,-1,77,217,498,-1,-1,-1,45
542,22,2,7,5,83,168,330,-1,-1,-1,-1,-1,-1,369,32,188,385,-1,-1,53
543,16,1,0,9,164,446,-1,-1,-1,-1,-1,-1,-1,288,10,75,326,-1,-1,42
544,16,2,9,0,437,211,474,320,-1,-1,-1,-1,-1,132,260,394,-1,-1,-1,53
545,9,1,1,3,248,448,377,-1,-1,-1,-1,-1,-1,196,262,292,22,-1,-1,50
546,9,2,3,1,360,559,262,150,283,-1,-1,-1,-1,558,159,157,-1,-1,-1,34
547,22,1,5,14,350,379,479,137,-1,-1,-1,-1,-1,588,407,186,-1,-1,-1,41
548,22,2,14,5,300,104,557,508,26,-1,-1,-1,-1,369,365,-1,-1,-1,-1,36
549,9,1,9,3,437,211,474,-1,-1,-1,-1,-1,-1,196,456,292,555,-1,-1,52
550,9,2,3,9,150,559,262,-1,-1,-1,-1,-1,-1,29,10,288,33,-1,-1,49
551,16,1,11,0,398,44,363,-1,-1,-1,-1,-1,-1,260,132,134,394,-1,-1,41
552,16,2,0,11,446,164,-1,-1,-1,-1,-1,-1,-1,42,510,13,253,169,-1,45
553,1,1,1,7,248,448,377,-1,-1,-1,-1,-1,-1,582,77,498,272,-1,-1,39
554,1,2,7,1,83,168,330,-1,-1,-1,-1,-1,-1,159,66,558,-1,-1,-1,42
555,34,1,8,5,216,500,-1,-1,-1,-1,-1,-1,-1,369,80,365,71,-1,-1,39
